application_id,application_name,cpu_usage,memory_usage,age_years,criticality,compliance_flag,dependency_ids,dependency_count
APP646,synthesize proactive supply-chains,0.57,0.98,5,Medium,0,"APP060,APP538",2
APP647,expedite 24/7 models,0.56,0.85,9,Medium,0,0,0
APP648,expedite ubiquitous channels,0.63,0.74,15,High,0,"APP420,APP777,APP661",3
APP649,cultivate frictionless convergence,0.81,0.9,2,High,1,"APP286,APP469,APP630,APP550",4
APP650,repurpose best-of-breed communities,0.72,0.99,5,Medium,0,"APP210,APP558,APP089,APP887",4
APP651,disintermediate cross-media paradigms,0.42,0.9,11,Low,1,APP440,1
APP652,e-enable seamless partnerships,0.32,0.42,9,High,1,"APP205,APP850,APP552,APP008,APP813",5
APP653,streamline ubiquitous web services,0.14,0.57,4,Medium,0,APP904,1
APP654,brand integrated interfaces,0.83,0.76,13,High,0,"APP965,APP778,APP836",3
APP655,grow bricks-and-clicks vortals,0.48,0.7,14,Medium,1,APP967,1
APP656,generate value-added markets,0.15,0.22,2,High,1,0,0
APP657,engage scalable web-readiness,0.44,0.7,15,Medium,1,"APP250,APP011",2
APP658,redefine distributed users,0.33,0.47,6,Low,0,0,0
APP659,empower dynamic deliverables,0.99,0.4,2,High,1,APP514,1
APP660,engineer open-source platforms,0.11,0.88,6,Medium,1,"APP707,APP715,APP828,APP050",4
APP661,orchestrate efficient markets,0.13,0.67,5,High,1,0,0
APP662,empower sticky mindshare,0.36,0.42,3,High,0,"APP381,APP605,APP650",3
APP663,morph clicks-and-mortar info-mediaries,0.78,0.97,5,Low,1,"APP723,APP706",2
APP664,grow turn-key users,0.42,0.83,6,High,1,"APP723,APP164,APP879",3
APP665,maximize bleeding-edge infrastructures,0.44,0.45,7,Medium,1,"APP548,APP746,APP998",3
APP666,drive 24/365 portals,0.52,0.11,10,High,0,"APP696,APP285,APP026,APP402,APP292",5
APP667,re-contextualize frictionless markets,0.51,0.27,8,High,0,"APP444,APP987,APP467,APP965",4
APP668,empower open-source networks,0.5,0.66,5,Medium,0,"APP945,APP215,APP576,APP870",4
APP669,scale efficient eyeballs,0.98,0.54,2,Low,0,0,0
APP670,unleash impactful e-markets,0.53,0.68,3,Medium,1,APP223,1
APP671,e-enable dot-com initiatives,0.3,0.68,15,High,0,0,0
APP672,empower open-source info-mediaries,0.9,0.18,4,High,0,"APP890,APP833,APP385",3
APP673,implement distributed e-markets,0.53,0.93,12,High,1,"APP408,APP534,APP675,APP868",4
APP674,productize magnetic info-mediaries,0.92,0.56,10,Medium,1,0,0
APP675,embrace viral models,0.6,0.53,5,Medium,0,"APP660,APP891,APP211,APP761",4
APP676,envisioneer B2C applications,0.49,0.23,12,Low,1,"APP768,APP632",2
APP677,whiteboard mission-critical partnerships,0.46,0.51,15,High,0,"APP010,APP337,APP770",3
APP678,expedite ubiquitous technologies,0.64,0.59,12,Medium,0,"APP755,APP456,APP295",3
APP679,redefine plug-and-play interfaces,0.42,0.24,3,High,1,0,0
APP680,incentivize customized methodologies,0.21,0.51,13,Medium,1,"APP326,APP853,APP865,APP829",4
APP681,streamline magnetic web services,0.97,0.17,15,Low,1,"APP400,APP708,APP164,APP154",4
APP682,revolutionize interactive markets,0.16,0.45,4,Low,1,"APP975,APP730",2
APP683,implement granular e-commerce,0.94,0.57,13,Low,1,0,0
APP684,redefine real-time models,0.82,0.75,12,Low,1,0,0
APP685,iterate value-added bandwidth,0.47,0.61,11,Low,1,0,0
APP686,deploy cross-media metrics,0.31,0.68,7,Low,1,0,0
APP687,matrix collaborative web services,0.77,0.8,5,Medium,0,0,0
APP688,strategize robust action-items,0.1,0.95,6,High,1,"APP267,APP147,APP793,APP841",4
APP689,generate B2B niches,0.64,0.74,14,Medium,0,"APP851,APP639",2
APP690,architect collaborative e-tailers,0.44,0.92,2,High,1,"APP103,APP978,APP427,APP882,APP566",5
APP691,iterate end-to-end niches,0.77,0.85,10,High,1,"APP215,APP407,APP303,APP666,APP545",5
APP692,utilize turn-key deliverables,0.54,0.54,6,High,1,0,0
APP693,revolutionize world-class applications,0.61,0.74,5,Medium,1,"APP282,APP326,APP627,APP184",4
APP694,integrate intuitive e-services,0.25,0.53,7,Medium,0,"APP442,APP087,APP069",3
APP695,architect best-of-breed channels,0.18,0.58,5,Low,0,"APP062,APP729,APP197,APP393,APP735",5
APP696,deploy viral convergence,0.3,0.67,3,Medium,1,"APP854,APP270,APP763,APP481,APP587",5
APP697,drive revolutionary eyeballs,0.95,0.49,8,High,0,0,0
APP698,generate proactive portals,0.97,0.55,14,High,0,0,0
APP699,enable dynamic networks,0.44,0.7,11,Medium,0,APP637,1
APP700,monetize B2B e-commerce,0.83,0.37,15,Medium,1,"APP990,APP439,APP541,APP407,APP953",5
APP701,brand robust e-tailers,0.77,0.85,7,High,0,"APP815,APP120,APP310,APP060",4
APP702,mesh frictionless web-readiness,0.91,0.31,13,Medium,0,"APP138,APP1000,APP958",3
APP703,utilize front-end paradigms,0.5,1.0,3,Medium,1,"APP473,APP633,APP454,APP631",4
APP704,enable magnetic web-readiness,0.86,0.17,9,High,1,"APP336,APP399,APP736,APP036",4
APP705,scale collaborative solutions,0.57,0.87,13,Medium,0,"APP668,APP363",2
APP706,synthesize innovative technologies,0.7,0.88,11,High,0,"APP749,APP208",2
APP707,deploy world-class methodologies,0.89,0.98,12,Low,0,0,0
APP708,scale B2B interfaces,0.77,0.98,15,High,0,0,0
APP709,harness dynamic e-services,0.48,1.0,3,Medium,1,APP628,1
APP710,benchmark vertical markets,0.59,0.39,6,Medium,1,APP066,1
APP711,integrate viral info-mediaries,0.19,0.73,15,High,1,"APP043,APP343,APP860,APP607,APP678",5
APP712,extend enterprise functionalities,0.73,0.5,5,Medium,0,0,0
APP713,embrace enterprise relationships,0.77,0.65,13,High,0,"APP498,APP689",2
APP714,envisioneer interactive solutions,0.57,0.66,15,Low,0,APP198,1
APP715,grow revolutionary bandwidth,0.14,0.15,12,Low,1,"APP371,APP802,APP829",3
APP716,transform back-end niches,0.4,0.86,9,High,0,"APP274,APP323,APP813,APP959",4
APP717,visualize seamless metrics,0.25,0.94,15,Low,0,APP874,1
APP718,embrace robust technologies,0.35,0.25,11,Medium,1,"APP367,APP558,APP244,APP682",4
APP719,target bricks-and-clicks vortals,0.43,0.94,2,Low,1,"APP391,APP956",2
APP720,whiteboard viral experiences,0.12,0.69,5,Medium,1,"APP011,APP814,APP417,APP660",4
APP721,innovate mission-critical mindshare,0.79,0.22,15,Medium,1,"APP777,APP389",2
APP722,monetize efficient experiences,0.8,0.47,4,High,1,"APP602,APP095",2
APP723,revolutionize robust deliverables,0.28,0.55,9,Medium,1,0,0
APP724,empower B2C infrastructures,0.21,0.7,14,Medium,0,"APP821,APP615,APP038,APP197",4
APP725,productize strategic architectures,0.46,0.91,6,Medium,1,"APP040,APP304,APP233",3
APP726,orchestrate 24/365 web services,0.93,0.7,5,Low,1,APP387,1
APP727,deploy sticky initiatives,0.31,0.92,12,High,0,"APP723,APP840,APP021",3
APP728,monetize bleeding-edge convergence,0.42,0.44,13,Medium,1,"APP499,APP880,APP429,APP567,APP509",5
APP729,revolutionize out-of-the-box models,0.66,0.75,2,Low,1,0,0
APP730,repurpose value-added e-markets,0.53,0.93,15,High,0,APP532,1
APP731,mesh B2C networks,0.87,0.57,4,Medium,1,APP291,1
APP732,monetize impactful ROI,0.87,0.93,2,Low,0,0,0
APP733,streamline cutting-edge communities,0.67,0.93,15,Medium,1,"APP486,APP881,APP903",3
APP734,strategize killer ROI,0.7,0.16,5,Medium,1,0,0
APP735,exploit magnetic e-business,0.53,0.77,14,High,0,"APP739,APP616,APP853,APP366,APP969",5
APP736,transition impactful web-readiness,0.68,0.32,4,High,1,"APP858,APP911,APP712,APP004,APP577",5
APP737,maximize strategic methodologies,0.7,0.32,6,Low,0,"APP574,APP803,APP442",3
APP738,synthesize strategic portals,0.89,0.68,8,High,0,"APP202,APP336",2
APP739,enhance plug-and-play applications,0.59,0.4,6,Low,1,"APP185,APP828,APP675,APP918",4
APP740,streamline next-generation platforms,0.11,0.43,7,Medium,1,APP532,1
APP741,grow plug-and-play partnerships,0.35,0.55,9,Medium,1,"APP054,APP646,APP489,APP624",4
APP742,drive intuitive convergence,0.55,0.84,15,Low,1,"APP462,APP984,APP625",3
APP743,evolve open-source vortals,0.55,0.5,9,Low,1,"APP689,APP640,APP832",3
APP744,exploit wireless paradigms,0.32,0.83,3,Low,0,"APP272,APP076,APP163,APP257,APP803",5
APP745,strategize B2B synergies,0.32,0.83,6,High,1,"APP852,APP234",2
APP746,matrix 24/365 solutions,0.32,0.47,10,Medium,0,APP885,1
APP747,drive extensible synergies,0.58,0.29,15,High,0,"APP625,APP601,APP553",3
APP748,grow extensible deliverables,0.74,0.91,8,Medium,0,"APP730,APP401",2
APP749,morph e-business partnerships,0.66,0.74,10,High,1,"APP756,APP224,APP698,APP354,APP877",5
APP750,expedite open-source interfaces,0.21,0.42,9,High,0,0,0
APP751,harness 24/7 architectures,0.42,0.44,10,Medium,0,"APP548,APP251,APP080,APP991,APP909",5
APP752,engage proactive partnerships,0.17,0.48,3,Low,0,"APP770,APP070,APP744",3
APP753,enable enterprise functionalities,0.32,0.18,15,High,1,"APP003,APP961,APP781,APP551",4
APP754,strategize ubiquitous ROI,0.23,0.65,12,High,0,"APP023,APP711,APP540",3
APP755,target revolutionary e-tailers,0.71,0.42,2,Medium,0,0,0
APP756,incentivize out-of-the-box portals,0.74,0.31,11,Medium,0,APP697,1
APP757,enable scalable channels,0.32,0.52,4,Low,1,"APP559,APP999",2
APP758,innovate vertical functionalities,0.64,0.37,6,Low,0,"APP254,APP652,APP519,APP714,APP581",5
APP759,monetize next-generation platforms,0.22,0.85,8,High,1,"APP956,APP760",2
APP760,generate holistic technologies,0.87,0.7,12,Medium,0,APP350,1
APP761,benchmark dot-com interfaces,0.13,0.8,12,Low,0,APP080,1
APP762,disintermediate bricks-and-clicks vortals,0.59,0.9,14,High,1,"APP149,APP216,APP749",3
APP763,syndicate viral partnerships,0.84,0.59,10,Medium,1,"APP042,APP735",2
APP764,leverage leading-edge partnerships,0.48,0.31,8,High,0,"APP183,APP917,APP809,APP836",4
APP765,target B2B markets,0.61,0.26,13,Low,0,"APP200,APP080,APP974,APP991",4
APP766,harness plug-and-play users,0.46,0.47,5,High,0,0,0
APP767,enhance dot-com web services,0.63,0.13,7,High,0,"APP239,APP198",2
APP768,synthesize strategic platforms,0.29,0.86,5,Medium,0,"APP174,APP304,APP057,APP267,APP032",5
APP769,innovate value-added mindshare,0.68,0.52,5,Low,0,APP526,1
APP770,enable mission-critical action-items,0.35,0.92,13,High,0,"APP423,APP073",2
APP771,aggregate 24/7 schemas,0.92,0.71,10,Low,0,"APP261,APP424,APP282,APP973",4
APP772,re-intermediate value-added deliverables,0.74,0.84,10,High,0,"APP483,APP056,APP360",3
APP773,redefine B2C convergence,0.98,0.45,4,Medium,1,"APP382,APP195,APP492,APP093,APP798",5
APP774,envisioneer B2C e-markets,0.14,0.81,11,Low,1,"APP428,APP075,APP793,APP873,APP119",5
APP775,empower dot-com e-business,0.66,0.58,2,High,0,"APP444,APP143,APP709",3
APP776,envisioneer dynamic e-markets,0.72,0.99,11,Medium,0,"APP054,APP342,APP218,APP285",4
APP777,orchestrate seamless action-items,0.75,0.7,6,Medium,0,0,0
APP778,expedite extensible communities,0.64,0.99,15,Low,0,"APP205,APP636,APP371,APP180,APP270",5
APP779,reinvent bleeding-edge mindshare,0.1,0.67,9,High,1,"APP074,APP940,APP303,APP458,APP896",5
APP780,aggregate bleeding-edge users,0.44,0.83,14,Medium,0,0,0
APP781,visualize intuitive content,0.25,0.5,5,Low,1,"APP564,APP368,APP867,APP998,APP871",5
APP782,exploit user-centric vortals,0.78,0.59,4,Medium,0,"APP668,APP828",2
APP783,embrace front-end e-markets,0.48,0.53,14,Medium,0,0,0
APP784,streamline synergistic initiatives,0.13,0.27,12,High,1,"APP130,APP469,APP940,APP440,APP148",5
APP785,incubate customized initiatives,0.46,0.48,11,Low,1,APP859,1
APP786,engineer ubiquitous infrastructures,0.37,0.72,9,Medium,1,"APP603,APP934,APP643,APP431",4
APP787,engineer seamless initiatives,0.45,0.76,9,Low,1,"APP904,APP372,APP173",3
APP788,brand clicks-and-mortar initiatives,0.36,0.6,7,Medium,0,"APP321,APP111,APP705,APP971",4
APP789,re-contextualize revolutionary mindshare,0.76,0.27,6,High,0,"APP069,APP869,APP713",3
APP790,incubate rich applications,0.15,0.7,14,High,1,"APP350,APP987,APP103",3
APP791,synthesize sticky initiatives,0.79,0.78,5,Medium,0,"APP247,APP746,APP048,APP669,APP902",5
APP792,visualize front-end methodologies,0.16,0.15,10,High,1,"APP718,APP893,APP466,APP682",4
APP793,cultivate cross-platform solutions,0.77,0.72,6,High,1,"APP264,APP755",2
APP794,evolve distributed metrics,0.16,0.47,10,Medium,1,"APP471,APP214,APP137,APP644",4
APP795,transform leading-edge bandwidth,0.72,0.9,7,High,1,APP843,1
APP796,engineer cross-media communities,0.43,0.9,12,Low,0,0,0
APP797,disintermediate value-added schemas,0.67,0.71,12,High,0,"APP494,APP264,APP690",3
APP798,mesh cross-platform e-tailers,0.22,0.84,10,Low,0,"APP374,APP199,APP244",3
APP799,harness out-of-the-box networks,0.96,0.71,13,Low,0,"APP946,APP856,APP598",3
APP800,drive intuitive e-markets,0.83,0.5,7,Low,1,"APP905,APP855",2
APP801,brand best-of-breed ROI,0.94,0.83,4,High,1,APP423,1
APP802,empower integrated eyeballs,0.96,0.87,3,High,0,"APP534,APP164",2
APP803,revolutionize B2C info-mediaries,0.32,0.85,7,High,0,"APP706,APP884,APP682,APP835,APP047",5
APP804,target holistic e-markets,0.77,0.33,2,High,1,"APP855,APP921,APP253",3
APP805,target robust functionalities,0.65,0.75,5,Medium,1,"APP639,APP569,APP135",3
APP806,brand 24/365 architectures,0.83,0.87,13,Medium,0,APP604,1
APP807,incentivize intuitive e-markets,0.57,0.92,2,Low,1,"APP504,APP899,APP580",3
APP808,redefine robust niches,0.42,0.38,10,Medium,0,"APP434,APP945,APP122,APP791,APP604",5
APP809,benchmark killer e-tailers,0.9,0.49,7,Medium,0,"APP266,APP853",2
APP810,syndicate end-to-end eyeballs,0.29,0.74,5,High,1,0,0
APP811,empower leading-edge infrastructures,0.24,0.94,2,High,1,"APP132,APP841",2
APP812,brand turn-key mindshare,0.8,0.24,8,Low,1,"APP820,APP347",2
APP813,brand visionary e-markets,0.71,0.42,11,Medium,0,APP861,1
APP814,syndicate rich models,0.19,0.41,5,High,0,"APP002,APP560,APP432,APP313",4
APP815,transform sticky paradigms,0.24,0.52,11,High,1,"APP764,APP537,APP851",3
APP816,engage extensible platforms,0.89,0.17,13,High,0,"APP335,APP400,APP049,APP040",4
APP817,exploit bricks-and-clicks communities,0.33,0.55,15,Low,0,APP607,1
APP818,synergize integrated vortals,0.89,0.21,5,Medium,0,0,0
APP819,unleash plug-and-play schemas,0.93,0.33,11,High,1,"APP895,APP274,APP351,APP677",4
APP820,implement interactive initiatives,0.12,0.1,8,High,0,"APP194,APP190",2
APP821,enable e-business systems,0.47,0.73,6,High,0,"APP555,APP034,APP229,APP443",4
APP822,leverage interactive functionalities,0.81,0.68,15,Medium,0,"APP299,APP526,APP574,APP419",4
APP823,mesh mission-critical paradigms,0.96,0.31,11,High,0,"APP852,APP454,APP487",3
APP824,harness seamless methodologies,0.63,0.23,13,High,1,APP382,1
APP825,incubate intuitive portals,0.87,0.33,13,Low,1,"APP115,APP679,APP855",3
APP826,productize one-to-one eyeballs,0.38,0.17,1,Low,0,"APP247,APP265",2
APP827,grow virtual models,0.5,0.66,3,Low,1,"APP902,APP079",2
APP828,integrate intuitive e-business,0.25,0.61,13,Low,0,"APP816,APP590",2
APP829,reinvent clicks-and-mortar web services,0.81,0.12,5,Medium,0,"APP701,APP319,APP382,APP710",4
APP830,generate virtual niches,0.96,0.65,12,Low,0,"APP138,APP880",2
APP831,facilitate extensible interfaces,0.16,0.67,14,Medium,1,"APP856,APP398,APP357,APP976",4
APP832,architect transparent deliverables,0.43,0.43,5,Medium,0,"APP145,APP626,APP876",3
APP833,strategize revolutionary niches,0.11,0.6,12,Low,0,"APP360,APP045,APP311",3
APP834,leverage mission-critical systems,0.74,0.54,14,Low,0,"APP297,APP326,APP449,APP475,APP766",5
APP835,enhance intuitive schemas,0.48,0.34,15,High,1,"APP403,APP034,APP585",3
APP836,benchmark intuitive paradigms,0.83,0.8,12,Low,1,"APP759,APP180",2
APP837,transform open-source communities,0.95,0.34,8,Medium,1,APP931,1
APP838,incubate best-of-breed paradigms,0.3,0.11,8,Medium,0,"APP198,APP554,APP701,APP994,APP877",5
APP839,transform transparent schemas,0.85,0.27,10,Medium,0,"APP111,APP130,APP278,APP717,APP270",5
APP840,incubate value-added relationships,0.59,0.48,1,Low,1,"APP151,APP551,APP523,APP912",4
APP841,morph clicks-and-mortar networks,0.96,0.38,9,Medium,0,"APP255,APP972,APP817,APP133,APP611",5
APP842,synergize integrated supply-chains,0.32,0.32,5,High,1,APP288,1
APP843,evolve strategic relationships,0.91,0.62,12,Medium,1,0,0
APP844,leverage value-added supply-chains,0.44,0.21,9,High,1,"APP215,APP777,APP550,APP724,APP500",5
APP845,target visionary users,0.53,0.18,7,Low,0,0,0
APP846,transition end-to-end content,0.61,0.18,4,Low,0,"APP715,APP572,APP101,APP834,APP858",5
APP847,exploit visionary communities,0.16,0.65,15,High,0,"APP313,APP537,APP392,APP801",4
APP848,enhance proactive supply-chains,0.91,0.42,15,High,1,0,0
APP849,cultivate dot-com action-items,0.4,0.45,4,Low,0,"APP941,APP997",2
APP850,aggregate 24/365 web services,0.53,0.12,14,Medium,1,"APP382,APP125,APP386",3
APP851,iterate strategic models,0.94,0.81,14,Medium,1,"APP548,APP837,APP945",3
APP852,streamline web-enabled communities,0.52,0.5,6,Low,0,"APP646,APP889",2
APP853,incentivize 24/365 models,0.5,0.62,10,Medium,0,"APP345,APP285,APP606,APP107,APP483",5
APP854,matrix distributed web services,0.16,0.97,1,High,1,"APP255,APP320,APP791,APP408,APP431",5
APP855,brand virtual markets,0.97,0.33,15,Low,0,"APP641,APP067,APP630,APP512,APP357",5
APP856,cultivate 24/365 e-services,0.93,0.95,11,Low,0,APP618,1
APP857,synergize collaborative mindshare,0.45,0.83,13,High,0,"APP411,APP748,APP170,APP117,APP324",5
APP858,repurpose ubiquitous deliverables,0.76,0.34,11,High,0,"APP240,APP558,APP760",3
APP859,generate open-source solutions,0.56,0.13,8,High,0,"APP525,APP823,APP562,APP568,APP933",5
APP860,extend robust vortals,0.69,0.23,6,Medium,1,"APP617,APP844",2
APP861,redefine best-of-breed metrics,0.74,0.8,8,Low,1,"APP373,APP703,APP839,APP948",4
APP862,redefine world-class platforms,0.46,0.29,4,Medium,0,0,0
APP863,deliver dot-com e-tailers,0.45,0.92,2,Low,1,APP788,1
APP864,deploy B2B solutions,0.22,0.79,15,Low,1,"APP489,APP905,APP385",3
APP865,e-enable intuitive vortals,0.43,0.95,7,Medium,0,"APP412,APP543,APP499,APP975,APP602",5
APP866,empower revolutionary markets,0.54,0.27,3,High,0,APP978,1
APP867,matrix turn-key methodologies,0.85,0.35,8,Low,0,"APP552,APP441,APP017,APP624,APP862",5
APP868,re-contextualize web-enabled architectures,0.19,0.68,2,Low,0,"APP679,APP657,APP841,APP211,APP100",5
APP869,disintermediate distributed e-business,0.2,0.28,8,Medium,0,"APP757,APP205,APP608",3
APP870,streamline 24/7 bandwidth,0.62,0.95,9,Medium,1,APP882,1
APP871,incubate wireless metrics,0.91,0.91,2,Medium,0,"APP059,APP570,APP925,APP835,APP769",5
APP872,matrix frictionless niches,0.52,0.83,3,High,0,"APP383,APP904,APP533,APP317,APP472",5
APP873,incentivize customized metrics,0.85,0.45,1,Low,0,APP968,1
APP874,matrix collaborative e-services,0.23,0.21,2,Low,1,"APP315,APP454",2
APP875,productize back-end niches,0.22,0.67,12,Low,0,0,0
APP876,expedite impactful e-tailers,0.2,0.6,7,Medium,1,"APP851,APP628,APP840,APP532",4
APP877,leverage virtual portals,0.87,0.65,10,Medium,1,"APP853,APP330,APP686",3
APP878,reinvent ubiquitous e-markets,0.51,0.79,8,High,1,"APP592,APP998,APP231",3
APP879,harness proactive e-services,0.77,0.83,13,Low,1,0,0
APP880,expedite 24/7 bandwidth,0.28,0.1,1,Low,0,0,0
APP881,optimize best-of-breed web services,0.33,0.24,3,High,0,"APP990,APP666,APP094,APP728",4
APP882,syndicate global eyeballs,0.49,0.28,13,Medium,1,APP036,1
APP883,morph best-of-breed eyeballs,0.17,0.74,1,High,0,"APP021,APP023,APP937",3
APP884,empower viral schemas,0.36,0.84,11,Low,0,0,0
APP885,reinvent efficient e-markets,0.11,0.99,15,High,0,"APP806,APP780,APP842,APP900,APP389",5
APP886,utilize impactful paradigms,0.19,0.22,14,Medium,0,"APP178,APP032",2
APP887,implement proactive eyeballs,0.21,0.93,15,Low,1,"APP754,APP072,APP217",3
APP888,utilize 24/365 convergence,0.54,0.6,14,Low,0,"APP524,APP691",2
APP889,integrate transparent e-tailers,0.46,0.36,6,Low,1,APP617,1
APP890,drive sticky action-items,0.62,0.75,6,High,1,APP062,1
APP891,orchestrate transparent experiences,0.84,0.5,9,Low,1,"APP529,APP259,APP439,APP180",4
APP892,implement cross-platform markets,0.97,0.74,2,Low,1,"APP943,APP944,APP762",3
APP893,mesh best-of-breed networks,0.22,0.84,9,Medium,1,"APP381,APP822,APP150,APP930,APP517",5
APP894,utilize user-centric platforms,0.8,0.52,2,Low,0,"APP273,APP459,APP516,APP637",4
APP895,grow efficient infrastructures,0.89,0.66,10,High,0,"APP498,APP076,APP290,APP494,APP578",5
APP896,transform front-end technologies,0.23,0.5,13,High,0,APP918,1
APP897,re-contextualize compelling e-business,0.15,0.8,3,Medium,0,"APP155,APP338",2
APP898,exploit one-to-one bandwidth,0.62,0.33,2,Low,0,0,0
APP899,redefine interactive models,0.76,0.81,1,Medium,0,"APP535,APP406",2
APP900,re-contextualize user-centric markets,0.41,0.22,4,Low,0,"APP394,APP576,APP811",3
APP901,disintermediate scalable architectures,0.65,0.36,7,Low,1,0,0
APP902,enhance one-to-one methodologies,0.93,0.62,9,Low,1,"APP422,APP938,APP496",3
APP903,expedite clicks-and-mortar e-services,0.45,0.29,4,High,0,"APP886,APP643,APP401,APP578,APP070",5
APP904,visualize value-added relationships,0.88,0.34,10,Low,0,"APP365,APP978",2
APP905,aggregate open-source content,0.13,0.25,14,High,0,"APP397,APP068,APP354,APP095",4
APP906,deploy cross-platform e-business,0.94,0.55,8,High,1,"APP553,APP341",2
APP907,innovate strategic architectures,0.2,0.73,8,Medium,1,"APP068,APP573,APP453,APP014,APP602",5
APP908,deliver plug-and-play communities,0.77,0.13,14,High,0,0,0
APP909,brand cross-platform infrastructures,0.21,0.39,5,Medium,1,"APP376,APP267",2
APP910,disintermediate magnetic channels,0.52,0.69,6,Low,0,APP864,1
APP911,innovate innovative mindshare,0.68,0.4,15,Low,0,"APP727,APP212,APP170,APP941,APP144",5
APP912,leverage cross-platform web-readiness,0.98,0.49,13,Low,0,"APP266,APP548,APP145,APP666",4
APP913,redefine front-end deliverables,0.76,0.51,13,High,0,0,0
APP914,synthesize sticky interfaces,0.19,0.61,6,High,0,"APP641,APP287,APP091",3
APP915,e-enable customized e-services,0.76,0.94,12,Medium,1,"APP448,APP384,APP910",3
APP916,deliver dot-com info-mediaries,0.3,0.84,15,Medium,0,APP021,1
APP917,harness granular partnerships,0.88,0.48,11,Medium,1,APP910,1
APP918,transform strategic web-readiness,0.91,0.14,9,High,1,0,0
APP919,generate dot-com systems,0.86,0.38,4,Low,0,0,0
APP920,iterate clicks-and-mortar convergence,0.34,0.53,10,High,0,0,0
APP921,aggregate seamless experiences,0.78,0.16,11,Low,1,"APP490,APP272,APP920,APP586",4
APP922,cultivate transparent convergence,0.83,0.47,7,High,0,"APP971,APP524",2
APP923,implement frictionless markets,0.14,0.13,10,Medium,1,APP179,1
APP924,facilitate enterprise web services,0.75,0.52,12,High,1,"APP350,APP916",2
APP925,seize proactive relationships,0.96,1.0,3,High,1,"APP890,APP983,APP286",3
APP926,envisioneer impactful paradigms,0.57,0.99,15,Low,0,"APP628,APP443,APP974",3
APP927,benchmark sticky markets,0.11,0.92,15,High,0,"APP509,APP885",2
APP928,leverage virtual functionalities,0.99,0.85,8,Low,0,"APP042,APP536",2
APP929,engage leading-edge schemas,0.86,0.87,10,Medium,1,"APP319,APP359,APP973",3
APP930,iterate user-centric relationships,0.44,0.67,3,High,1,"APP375,APP485,APP759,APP669",4
APP931,transform transparent relationships,0.36,0.48,11,Low,1,"APP183,APP972,APP977,APP965",4
APP932,generate rich e-tailers,0.79,0.23,5,Low,0,"APP223,APP005",2
APP933,integrate dot-com models,0.9,0.45,8,Medium,0,"APP1000,APP998,APP008",3
APP934,exploit user-centric networks,0.17,0.99,6,Low,0,"APP449,APP884,APP391,APP299",4
APP935,orchestrate proactive e-tailers,0.25,0.25,11,Low,0,"APP265,APP080,APP495,APP833,APP557",5
APP936,visualize web-enabled e-markets,0.68,0.85,8,Medium,1,APP623,1
APP937,enable end-to-end technologies,0.61,0.99,12,Low,1,0,0
APP938,enhance killer experiences,0.49,0.23,15,Medium,1,"APP962,APP217,APP682",3
APP939,aggregate ubiquitous relationships,0.51,0.78,13,Low,0,"APP862,APP153",2
APP940,exploit virtual supply-chains,0.26,0.88,3,High,1,"APP121,APP418,APP975,APP797",4
APP941,expedite scalable e-tailers,0.28,0.19,1,Low,1,"APP101,APP473,APP405",3
APP942,optimize global markets,0.6,0.9,1,High,1,"APP843,APP389",2
APP943,streamline enterprise web-readiness,0.75,0.74,10,Medium,1,APP717,1
APP944,cultivate out-of-the-box ROI,0.89,0.36,6,Medium,0,APP547,1
APP945,implement strategic users,0.69,0.96,2,Low,1,"APP454,APP465,APP832",3
APP946,deploy strategic functionalities,0.58,1.0,13,Medium,0,APP324,1
APP947,re-intermediate seamless platforms,0.25,0.48,1,Medium,0,"APP264,APP141,APP087,APP533",4
APP948,empower clicks-and-mortar applications,0.93,0.35,9,Medium,0,"APP772,APP733,APP111",3
APP949,extend dot-com mindshare,0.18,0.37,6,Low,1,"APP579,APP148",2
APP950,cultivate user-centric systems,0.9,0.45,8,Medium,0,"APP805,APP836,APP677,APP732",4
APP951,orchestrate integrated e-tailers,0.62,0.11,2,Medium,1,"APP469,APP561,APP065,APP624",4
APP952,syndicate integrated portals,0.84,0.58,15,Low,1,"APP563,APP570",2
APP953,deliver compelling info-mediaries,0.78,0.49,15,Medium,1,"APP962,APP201",2
APP954,extend plug-and-play synergies,0.88,0.3,13,Low,1,"APP097,APP605,APP572",3
APP955,incentivize intuitive networks,0.17,0.98,6,Low,1,"APP565,APP658,APP1000",3
APP956,target open-source metrics,0.61,0.76,13,Medium,0,"APP378,APP459,APP683,APP681",4
APP957,iterate cutting-edge platforms,0.54,0.53,2,Low,1,0,0
APP958,matrix granular web-readiness,0.3,0.72,1,Medium,1,"APP514,APP886,APP580",3
APP959,revolutionize rich initiatives,0.64,0.89,2,High,1,0,0
APP960,evolve world-class relationships,0.8,0.44,7,Low,1,"APP117,APP981,APP527,APP754,APP264",5
APP961,maximize granular niches,0.81,0.97,14,Low,0,"APP100,APP888,APP897",3
APP962,facilitate e-business functionalities,0.91,0.85,9,High,1,APP274,1
APP963,transition extensible ROI,0.12,1.0,9,High,0,"APP755,APP340,APP728,APP389,APP079",5
APP964,repurpose cross-platform portals,0.89,0.24,4,Low,1,"APP688,APP107,APP651",3
APP965,synergize plug-and-play functionalities,0.72,0.39,2,Low,0,"APP141,APP760,APP379,APP165,APP581",5
