application_id,application_name,cpu_usage,memory_usage,age_years,criticality,compliance_flag,dependency_ids,dependency_count
APP643,grow vertical e-business,0.15,0.54,9,High,1,"APP152,APP134,APP342",3
APP644,syndicate world-class paradigms,0.88,0.73,3,High,1,APP527,1
APP645,transition strategic supply-chains,0.76,0.52,11,Low,1,"APP015,APP276,APP094,APP693,APP463",5
APP646,re-contextualize clicks-and-mortar content,0.49,0.4,8,Medium,1,APP239,1
APP647,envisioneer scalable mindshare,0.18,0.84,2,Medium,0,APP376,1
APP648,enable rich e-tailers,0.14,0.25,3,High,1,0,0
APP649,streamline cross-platform models,0.42,0.36,1,Medium,1,"APP543,APP515,APP131,APP466",4
APP650,monetize frictionless deliverables,0.5,0.94,10,Medium,1,APP557,1
APP651,incentivize magnetic experiences,0.82,0.51,5,Medium,0,"APP556,APP251,APP061,APP436,APP401",5
APP652,enable granular mindshare,0.7,0.53,10,Low,0,APP558,1
APP653,redefine value-added solutions,0.37,0.25,12,Medium,1,"APP278,APP629,APP105,APP417,APP624",5
APP654,benchmark best-of-breed mindshare,0.13,0.64,6,High,0,"APP158,APP426",2
APP655,redefine plug-and-play partnerships,0.61,0.14,4,Medium,1,"APP230,APP695,APP618,APP628,APP640",5
APP656,extend dynamic models,0.69,0.92,15,Medium,1,"APP384,APP173",2
APP657,mesh synergistic deliverables,0.7,0.39,9,High,1,APP487,1
APP658,leverage intuitive applications,0.59,0.67,2,Low,1,"APP623,APP483,APP013",3
APP659,implement robust networks,0.34,0.47,5,Medium,0,APP367,1
APP660,e-enable proactive eyeballs,0.92,0.24,8,High,0,0,0
APP661,syndicate distributed initiatives,1.0,0.62,7,Low,1,"APP287,APP302",2
APP662,brand B2C synergies,0.34,0.99,4,High,1,0,0
APP663,repurpose customized synergies,0.76,0.19,14,High,1,APP380,1
APP664,synthesize distributed networks,0.63,0.9,12,Medium,0,"APP135,APP011",2
APP665,visualize magnetic platforms,0.56,0.56,5,Medium,0,"APP657,APP295",2
APP666,e-enable end-to-end functionalities,0.97,0.6,5,Medium,0,0,0
APP667,engineer real-time platforms,0.58,0.7,9,Medium,0,"APP464,APP235",2
APP668,transition B2B users,0.47,0.42,3,Low,0,"APP501,APP190",2
APP669,deploy enterprise web-readiness,0.8,0.76,15,Low,1,"APP527,APP045,APP523,APP690",4
APP670,evolve proactive experiences,0.67,0.11,6,Low,0,APP183,1
APP671,generate collaborative vortals,0.83,0.53,7,Low,1,"APP001,APP602",2
APP672,redefine enterprise e-business,0.61,0.57,7,Medium,1,"APP465,APP068,APP320",3
APP673,scale efficient portals,0.41,0.89,1,Medium,1,"APP218,APP009,APP027",3
APP674,reinvent 24/365 deliverables,0.54,0.34,12,Low,0,"APP228,APP341,APP206",3
APP675,expedite efficient info-mediaries,0.39,0.42,6,High,0,"APP277,APP427",2
APP676,repurpose innovative supply-chains,0.91,0.91,15,Medium,1,"APP499,APP640,APP680,APP162",4
APP677,evolve interactive initiatives,0.98,0.22,9,High,1,0,0
APP678,redefine granular web-readiness,0.5,0.39,1,High,1,"APP683,APP223",2
APP679,enable value-added infrastructures,0.99,0.84,13,High,1,"APP394,APP355,APP648",3
APP680,morph visionary systems,0.64,0.5,13,High,1,"APP440,APP053,APP648,APP250,APP604",5
APP681,generate virtual networks,0.48,0.18,8,Low,1,"APP385,APP026,APP285",3
APP682,engage e-business e-business,0.77,0.71,2,Low,0,"APP116,APP247,APP422,APP225,APP530",5
APP683,morph customized schemas,0.33,0.61,8,Low,0,0,0
APP684,grow viral deliverables,0.33,0.14,4,Medium,1,"APP197,APP484",2
APP685,integrate distributed models,0.9,0.9,9,Low,0,"APP535,APP320,APP137",3
APP686,deploy seamless e-tailers,0.69,0.57,4,High,0,"APP576,APP614,APP026,APP569,APP489",5
APP687,extend scalable e-tailers,0.29,0.41,9,Low,0,"APP171,APP208",2
APP688,engage wireless bandwidth,0.97,0.29,7,High,0,"APP473,APP441,APP150,APP156,APP115",5
APP689,generate 24/365 infrastructures,0.82,0.95,13,High,1,"APP057,APP426,APP120,APP545,APP648",5
APP690,synthesize proactive systems,0.89,0.38,1,Low,0,"APP045,APP313,APP321",3
APP691,brand real-time eyeballs,0.66,0.29,4,Low,1,"APP423,APP083,APP045,APP190",4
APP692,maximize one-to-one synergies,0.69,0.25,13,High,0,"APP102,APP691,APP019",3
APP693,deploy cross-media eyeballs,0.53,0.79,1,Low,0,"APP021,APP269,APP057",3
APP694,brand cross-media e-business,0.78,0.8,12,High,0,"APP688,APP545",2
APP695,mesh transparent systems,0.58,0.52,14,High,1,0,0
APP696,target bricks-and-clicks e-commerce,0.21,0.5,4,High,0,0,0
APP697,expedite one-to-one relationships,0.57,0.3,14,High,1,"APP552,APP036,APP022,APP277,APP031",5
APP698,streamline cross-platform supply-chains,0.87,0.38,7,Low,1,"APP623,APP596",2
APP699,scale plug-and-play functionalities,0.87,0.27,3,Low,0,APP326,1
APP700,matrix magnetic functionalities,0.63,0.12,6,Medium,1,0,0
